uid	abstract	title	journal
32580209	Mechanisms coupling the atypical PKC (aPKC) kinase activity to its subcellular localization are essential for cell polarization. Unlike other members of the PKC family, aPKC has no well-defined plasma membrane (PM) or calcium binding domains, leading to the assumption that its subcellular localization relies exclusively on protein-protein interactions. Here we show that in both Drosophila and mammalian cells, the pseudosubstrate region (PSr) of aPKC acts as a polybasic domain capable of targeting aPKC to the PM via electrostatic binding to PM PI4P and PI(4,5)P2. However, physical interaction between aPKC and Par-6 is required for the PM-targeting of aPKC, likely by allosterically exposing the PSr to bind PM. Binding of Par-6 also inhibits aPKC kinase activity, and such inhibition can be relieved through Par-6 interaction with apical polarity protein Crumbs. Our data suggest a potential mechanism in which allosteric regulation of polybasic PSr by Par-6 couples the control of both aPKC subcellular localization and spatial activation of its kinase activity.	A polybasic domain in aPKC mediates Par6-dependent control of membrane targeting and kinase activity.	The Journal of cell biology
32421151	Protein kinases direct polarized growth by regulating the cytoskeleton in time and space and could play similar roles in cell division. We found that the Cdc42-activated polarity kinase Pak1 colocalizes with the assembling contractile actomyosin ring (CAR) and remains at the division site during septation. Mutations in pak1 led to defects in CAR assembly and genetic interactions with cytokinesis mutants. Through a phosphoproteomic screen, we identified novel Pak1 substrates that function in polarized growth and cytokinesis. For cytokinesis, we found that Pak1 regulates the localization of its substrates Mid1 and Cdc15 to the CAR. Mechanistically, Pak1 phosphorylates the Mid1 N-terminus to promote its association with cortical nodes that act as CAR precursors. Defects in Pak1-Mid1 signaling lead to misplaced and defective division planes, but these phenotypes can be rescued by synthetic tethering of Mid1 to cortical nodes. Our work defines a new signaling mechanism driven by a cell polarity kinase that promotes CAR assembly in the correct time and place.	Fission yeast Pak1 phosphorylates anillin-like Mid1 for spatial control of cytokinesis.	The Journal of cell biology
32421152	Rsp5, the Nedd4 family member in yeast, is an E3 ubiquitin ligase involved in numerous cellular processes, many of which require Rsp5 to interact with PY-motif containing adaptor proteins. Here, we show that two paralogous transmembrane Rsp5 adaptors, Rcr1 and Rcr2, are sorted to distinct cellular locations: Rcr1 is a plasma membrane (PM) protein, whereas Rcr2 is sorted to the vacuole. Rcr2 is delivered to the vacuole using ubiquitin as a sorting signal. Rcr1 is delivered to the PM by the exomer complex using a newly uncovered PM sorting motif. Further, we show that Rcr1, but not Rcr2, is up-regulated via the calcineurin/Crz1 signaling pathway. Upon exogenous calcium treatment, Rcr1 ubiquitinates and down-regulates the chitin synthase Chs3. We propose that the PM-anchored Rsp5/Rcr1 ubiquitin ligase-adaptor complex can provide an acute response to degrade unwanted proteins under stress conditions, thereby maintaining cell integrity.	Calcineurin-dependent regulation of endocytosis by a plasma membrane ubiquitin ligase adaptor, Rcr1.	The Journal of cell biology
32543652	Rcd4 is a poorly characterized Drosophila centriole component whose mammalian counterpart, PPP1R35, is suggested to function in centriole elongation and conversion to centrosomes. Here, we show that rcd4 mutants exhibit fewer centrioles, aberrant mitoses, and reduced basal bodies in sensory organs. Rcd4 interacts with the C-terminal part of Ana3, which loads onto the procentriole during interphase, ahead of Rcd4 and before mitosis. Accordingly, depletion of Ana3 prevents Rcd4 recruitment but not vice versa. We find that neither Ana3 nor Rcd4 participates directly in the mitotic conversion of centrioles to centrosomes, but both are required to load Ana1, which is essential for such conversion. Whereas ana3 mutants are male sterile, reflecting a requirement for Ana3 for centriole development in the male germ line, rcd4 mutants are fertile and have male germ line centrioles of normal length. Thus, Rcd4 is essential in somatic cells but is not absolutely required in spermatogenesis, indicating tissue-specific roles in centriole and basal body formation.	Tissue specific requirement of Drosophila Rcd4 for centriole duplication and ciliogenesis.	The Journal of cell biology
32673398	In mammals, argonaute (AGO) proteins have been characterized for their roles in small RNA-mediated posttranscriptional and also in transcriptional gene silencing. Here, we report a different role for AGO1 in estradiol-triggered transcriptional activation in human cells. We show that in MCF-7 mammary gland cells, AGO1 associates with transcriptional enhancers of estrogen receptor alpha (ERalpha) and that this association is up-regulated by treating the cells with estrogen (E2), displaying a positive correlation with the activation of these enhancers. Moreover, we show that AGO1 interacts with ERalpha and that this interaction is also increased by E2 treatment, but occurs in the absence of RNA. We show that AGO1 acts positively as a coactivator in estradiol-triggered transcription regulation by promoting ERalpha binding to its enhancers. Consistently, AGO1 depletion decreases long-range contacts between ERalpha enhancers and their target promoters. Our results point to a role of AGO1 in transcriptional regulation in human cells that is independent from small RNA binding.	Nuclear role for human Argonaute-1 as an estrogen-dependent transcription coactivator.	The Journal of cell biology
32678881	Excessive accumulation of collagen leads to fibrosis. Integrin alpha1beta1 (Itgalpha1beta1) prevents kidney fibrosis by reducing collagen production through inhibition of the EGF receptor (EGFR) that phosphorylates cytoplasmic and nuclear proteins. To elucidate how the Itgalpha1beta1/EGFR axis controls collagen synthesis, we analyzed the levels of nuclear tyrosine phosphorylated proteins in WT and Itgalpha1-null kidney cells. We show that the phosphorylation of the RNA-DNA binding protein fused in sarcoma (FUS) is higher in Itgalpha1-null cells. FUS contains EGFR-targeted phosphorylation sites and, in Itgalpha1-null cells, activated EGFR promotes FUS phosphorylation and nuclear translocation. Nuclear FUS binds to the collagen IV promoter, commencing gene transcription that is reduced by inhibiting EGFR, down-regulating FUS, or expressing FUS mutated in the EGFR-targeted phosphorylation sites. Finally, a cell-penetrating peptide that inhibits FUS nuclear translocation reduces FUS nuclear content and collagen IV transcription. Thus, EGFR-mediated FUS phosphorylation regulates FUS nuclear translocation and transcription of a major profibrotic collagen gene. Targeting FUS nuclear translocation offers a new antifibrotic therapy.	EGF receptor-mediated FUS phosphorylation promotes its nuclear translocation and fibrotic signaling.	The Journal of cell biology
32673396	The tumor suppressor PTEN is essential for early development. Its lipid phosphatase activity converts PIP3 to PIP2 and antagonizes the PI3K-Akt pathway. In this study, we demonstrate that PTEN's protein phosphatase activity is required for epiblast epithelial differentiation and polarization. This is accomplished by reconstitution of PTEN-null embryoid bodies with PTEN mutants that lack only PTEN's lipid phosphatase activity or both PTEN's lipid and protein phosphatase activities. Phosphotyrosine antibody immunoprecipitation and mass spectrometry were used to identify Abi1, a core component of the WASP-family verprolin homologous protein (WAVE) regulatory complex (WRC), as a new PTEN substrate. We demonstrate that PTEN dephosphorylation of Abi1 at Y213 and S216 results in Abi1 degradation through the calpain pathway. This leads to down-regulation of the WRC and reorganization of the actin cytoskeleton. The latter is critical to the transformation of nonpolar pluripotent stem cells into the polarized epiblast epithelium. Our findings establish a link between PTEN and WAVE-Arp2/3-regulated actin cytoskeletal dynamics in epithelial morphogenesis.	PTEN dephosphorylates Abi1 to promote epithelial morphogenesis.	The Journal of cell biology
32673397	Tumor cells exposed to a physiological matrix of type I collagen fibers form elongated collagenolytic invadopodia, which differ from dotty-like invadopodia forming on the gelatin substratum model. The related scaffold proteins, TKS5 and TKS4, are key components of the mechanism of invadopodia assembly. The molecular events through which TKS proteins direct collagenolytic invadopodia formation are poorly defined. Using coimmunoprecipitation experiments, identification of bound proteins by mass spectrometry, and in vitro pull-down experiments, we found an interaction between TKS5 and FGD1, a guanine nucleotide exchange factor for the Rho-GTPase CDC42, which is known for its role in the assembly of invadopodial actin core structure. A novel cell polarity network is uncovered comprising TKS5, FGD1, and CDC42, directing invadopodia formation and the polarization of MT1-MMP recycling compartments, required for invadopodia activity and invasion in a 3D collagen matrix. Additionally, our data unveil distinct signaling pathways involved in collagenolytic invadopodia formation downstream of TKS4 or TKS5 in breast cancer cells.	Intersection of TKS5 and FGD1/CDC42 signaling cascades directs the formation of invadopodia.	The Journal of cell biology
32706374	"Neurexins are presynaptic adhesion molecules that organize synapses by binding to diverse trans-synaptic ligands, but how neurexins are regulated is incompletely understood. Here we identify FAM19A/TAFA proteins, ""orphan"" cytokines, as neurexin regulators that interact with all neurexins, except for neurexin-1gamma, via an unusual mechanism. Specifically, we show that FAM19A1-A4 bind to the cysteine-loop domain of neurexins by forming intermolecular disulfide bonds during transport through the secretory pathway. FAM19A-binding required both the cysteines of the cysteine-loop domain and an adjacent sequence of neurexins. Genetic deletion of neurexins suppressed FAM19A1 expression, demonstrating that FAM19As physiologically interact with neurexins. In hippocampal cultures, expression of exogenous FAM19A1 decreased neurexin O-glycosylation and suppressed its heparan sulfate modification, suggesting that FAM19As regulate the post-translational modification of neurexins. Given the selective expression of FAM19As in specific subtypes of neurons and their activity-dependent regulation, these results suggest that FAM19As serve as cell type-specific regulators of neurexin modifications."	Deorphanizing FAM19A proteins as pan-neurexin ligands with an unusual biosynthetic binding mechanism.	The Journal of cell biology
32876692	NUCKS1 (nuclear ubiquitous casein kinase and cyclin-dependent kinase substrate 1) is a chromatin-associated, vertebrate-specific, and multifunctional protein with a role in DNA damage signaling and repair. Previously, we have shown that NUCKS1 helps maintain homologous recombination (HR) DNA repair in human cells and functions as a tumor suppressor in mice. However, the mechanisms by which NUCKS1 positively impacts these processes had remained unclear. Here, we show that NUCKS1 physically and functionally interacts with the DNA motor protein RAD54. Upon exposure of human cells to DNA-damaging agents, NUCKS1 controls the resolution of RAD54 foci. In unperturbed cells, NUCKS1 prevents RAD54's inappropriate engagement with RAD51AP1. In vitro, NUCKS1 stimulates the ATPase activity of RAD54 and the RAD51-RAD54-mediated strand invasion step during displacement loop formation. Taken together, our data demonstrate that the NUCKS1 protein is an important new regulator of the spatiotemporal events in HR.	NUCKS1 promotes RAD54 activity in homologous recombination DNA repair.	The Journal of cell biology
32915949	The endoplasmic reticulum is a cellular hub of lipid metabolism, coordinating lipid synthesis with continuous changes in metabolic flux. Maintaining ER lipid homeostasis despite these fluctuations is crucial to cell function and viability. Here, we identify a novel mechanism that is crucial for normal ER lipid metabolism and protects the ER from dysfunction. We identify the molecular function of the evolutionarily conserved ER protein FIT2 as a fatty acyl-coenzyme A (CoA) diphosphatase that hydrolyzes fatty acyl-CoA to yield acyl 4'-phosphopantetheine. This activity of FIT2, which is predicted to be active in the ER lumen, is required in yeast and mammalian cells for maintaining ER structure, protecting against ER stress, and enabling normal lipid storage in lipid droplets. Our findings thus solve the long-standing mystery of the molecular function of FIT2 and highlight the maintenance of optimal fatty acyl-CoA levels as key to ER homeostasis.	FIT2 is an acyl-coenzyme A diphosphatase crucial for endoplasmic reticulum homeostasis.	The Journal of cell biology
32997737	Polo-like kinases (PLKs) play widely conserved roles in orchestrating meiotic chromosome dynamics. However, how PLKs are targeted to distinct subcellular localizations during meiotic progression remains poorly understood. Here, we demonstrate that the cyclin-dependent kinase CDK-1 primes the recruitment of PLK-2 to the synaptonemal complex (SC) through phosphorylation of SYP-1 in C. elegans. SYP-1 phosphorylation by CDK-1 occurs just before meiotic onset. However, PLK-2 docking to the SC is prevented by the nucleoplasmic HAL-2/3 complex until crossover designation, which constrains PLK-2 to special chromosomal regions known as pairing centers to ensure proper homologue pairing and synapsis. PLK-2 is targeted to crossover sites primed by CDK-1 and spreads along the SC by reinforcing SYP-1 phosphorylation on one side of each crossover only when threshold levels of crossovers are generated. Thus, the integration of chromosome-autonomous signaling and a nucleus-wide crossover-counting mechanism partitions holocentric chromosomes relative to the crossover site, which ultimately defines the pattern of chromosome segregation during meiosis I.	Spatial and temporal control of targeting Polo-like kinase during meiotic prophase.	The Journal of cell biology
32960945	Proteins of the ezrin, radixin, and moesin (ERM) family control cell and tissue morphogenesis. We previously reported that moesin, the only ERM in Drosophila, controls mitotic morphogenesis and epithelial integrity. We also found that the Pp1-87B phosphatase dephosphorylates moesin, counteracting its activation by the Ste20-like kinase Slik. To understand how this signaling pathway is itself regulated, we conducted a genome-wide RNAi screen, looking for new regulators of moesin activity. We identified that Slik is a new member of the striatin-interacting phosphatase and kinase complex (STRIPAK). We discovered that the phosphatase activity of STRIPAK reduces Slik phosphorylation to promote its cortical association and proper activation of moesin. Consistent with this finding, inhibition of STRIPAK phosphatase activity causes cell morphology defects in mitosis and impairs epithelial tissue integrity. Our results implicate the Slik-STRIPAK complex in the control of multiple morphogenetic processes.	STRIPAK regulates Slik localization to control mitotic morphogenesis and epithelial integrity.	The Journal of cell biology
33007084	"In neurons, dendrites form the major sites of information receipt and integration. It is thus vital that, during development, the dendritic arbor is adequately formed to enable proper neural circuit formation and function. While several known processes shape the arbor, little is known of those that govern dendrite branching versus extension. Here, we report a new mechanism instructing dendrites to branch versus extend. In it, glutamate signaling activates mGluR5 receptors to promote Ckd5-mediated phosphorylation of the C-terminal PDZ-binding motif of delta-catenin. The phosphorylation state of this motif determines delta-catenin's ability to bind either Pdlim5 or Magi1. Whereas the delta:Pdlim5 complex enhances dendrite branching at the expense of elongation, the delta:Magi1 complex instead promotes lengthening. Our data suggest that these complexes affect dendrite development by differentially regulating the small-GTPase RhoA and actin-associated protein Cortactin. We thus reveal a ""phospho-switch"" within delta-catenin, subject to a glutamate-mediated signaling pathway, that assists in balancing the branching versus extension of dendrites during neural development."	Novel phospho-switch function of delta-catenin in dendrite development.	The Journal of cell biology
33090185	Dendrite pathology is frequently observed in various neurodegenerative diseases (NDs). Although previous studies identified several pathogenic mediators of dendrite defects that act through loss of function in NDs, the underlying pathogenic mechanisms remain largely unexplored. Here, our search for additional pathogenic contributors to dendrite defects in NDs identifies Relish/NF-kappaB as a novel gain-of-toxicity-based mediator of dendrite defects in animal models for polyglutamine (polyQ) diseases and amyotrophic lateral sclerosis (ALS). In a Drosophila model for polyQ diseases, polyQ-induced dendrite defects require Dredd/Caspase-8-mediated endoproteolytic cleavage of Relish to generate the N-terminal fragment, Rel68, and subsequent Charon-mediated nuclear localization of Rel68. Rel68 alone induced neuronal toxicity causing dendrite and behavioral defects, and we identify two novel transcriptional targets, Tup and Pros, that mediate Rel68-induced neuronal toxicity. Finally, we show that Rel68-induced toxicity also contributes to dendrite and behavioral defects in a Drosophila model for ALS. Collectively, our data propose disinhibition of latent toxicity of Relish/NF-kappaB as a novel pathogenic mechanism underlying dendrite pathology in NDs.	NF-kappaB disinhibition contributes to dendrite defects in fly models of neurodegenerative diseases.	The Journal of cell biology
33258871	Primary cilia function as critical signaling hubs whose absence leads to severe disorders collectively known as ciliopathies; our knowledge of ciliogenesis remains limited. We show that Smo induces ciliogenesis through two distinct yet essential noncanonical Hh pathways in several cell types, including neurons. Surprisingly, ligand activation of Smo induces autophagy via an LKB1-AMPK axis to remove the satellite pool of OFD1. This is required, but not sufficient, for ciliogenesis. Additionally, Smo activates the Galphai-LGN-NuMA-dynein axis, causing accumulation of a portion of OFD1 at centrioles in early ciliogenesis. Both pathways are critical for redistribution of BBS4 from satellites to centrioles, which is also mediated by OFD1 centriolar translocation. Notably, different Smo agonists, which activate Smo distinctly, activate one or the other of these pathways; only in combination they recapitulate the activity of Hh ligand. These studies provide new insight into physiological stimuli (Hh) that activate autophagy and promote ciliogenesis and introduce a novel role for the Galphai-LGN-NuMA-dynein complex in this process.	A non-canonical Hedgehog pathway initiates ciliogenesis and autophagy.	The Journal of cell biology
33355621	During cell division, in response to chromatin bridges, the chromosomal passenger complex (CPC) delays abscission to prevent chromosome breakage or tetraploidization. Here, we show that inhibition of ATM or Chk2 kinases impairs CPC localization to the midbody center, accelerates midbody resolution in normally segregating cells, and correlates with premature abscission and chromatin breakage in cytokinesis with trapped chromatin. In cultured human cells, ATM activates Chk2 at late midbodies. In turn, Chk2 phosphorylates human INCENP-Ser91 to promote INCENP binding to Mklp2 kinesin and CPC localization to the midbody center through Mklp2 association with Cep55. Expression of truncated Mklp2 that does not bind to Cep55 or nonphosphorylatable INCENP-Ser91A impairs CPC midbody localization and accelerates abscission. In contrast, expression of phosphomimetic INCENP-Ser91D or a chimeric INCENP protein that is targeted to the midbody center rescues the abscission delay in Chk2-deficient or ATM-deficient cells. Furthermore, the Mre11-Rad50-Nbs1 complex is required for ATM activation at the midbody in cytokinesis with chromatin bridges. These results identify an ATM-Chk2-INCENP pathway that imposes the abscission checkpoint by regulating CPC midbody localization.	An ATM-Chk2-INCENP pathway activates the abscission checkpoint.	The Journal of cell biology
33411917	Receptor degradation terminates signaling by activated receptor tyrosine kinases. Degradation of EGFR occurs in lysosomes and requires the switching of RAB5 for RAB7 on late endosomes to enable their fusion with the lysosome, but what controls this critical switching is poorly understood. We show that the tyrosine kinase FER alters PKCdelta function by phosphorylating it on Y374, and that phospho-Y374-PKCdelta prevents RAB5 release from nascent late endosomes, thereby inhibiting EGFR degradation and promoting the recycling of endosomal EGFR to the cell surface. The rapid association of phospho-Y374-PKCdelta with EGFR-containing endosomes is diminished by PTPN14, which dephosphorylates phospho-Y374-PKCdelta. In triple-negative breast cancer cells, the FER-dependent phosphorylation of PKCdelta enhances EGFR signaling and promotes anchorage-independent cell growth. Importantly, increased Y374-PKCdelta phosphorylation correlating with arrested late endosome maturation was identified in approximately 25% of triple-negative breast cancer patients, suggesting that dysregulation of this pathway may contribute to their pathology.	Phosphorylation of PKCdelta by FER tips the balance from EGFR degradation to recycling.	The Journal of cell biology
33443570	Glioblastoma is the most common and deadly malignant brain cancer. We now demonstrate that loss of function of the endosomal GTPase Rab35 in human brain tumor initiating cells (BTICs) increases glioblastoma growth and decreases animal survival following BTIC implantation in mouse brains. Mechanistically, we identify that the GTPase Arf5 interacts with the guanine nucleotide exchange factor (GEF) for Rab35, DENND1/connecdenn, and allosterically enhances its GEF activity toward Rab35. Knockdown of either Rab35 or Arf5 increases cell migration, invasiveness, and self-renewal in culture and enhances the growth and invasiveness of BTIC-initiated brain tumors in mice. RNAseq of the tumors reveals up-regulation of the tumor-promoting transcription factor SPOCD1, and disruption of the Arf5/Rab35 axis in glioblastoma cells leads to strong activation of the epidermal growth factor receptor, with resulting enhancement of SPOCD1 levels. These discoveries reveal an unexpected cascade between an Arf and a Rab and indicate a role for the cascade, and thus endosomal trafficking, in brain tumors.	An Arf/Rab cascade controls the growth and invasiveness of glioblastoma.	The Journal of cell biology
33439240	The small noncoding vault RNA (vtRNA) is a component of the vault complex, a ribonucleoprotein complex found in most eukaryotes. Emerging evidence suggests that vtRNAs may be involved in the regulation of a variety of cellular functions when unassociated with the vault complex. Here, we demonstrate a novel role for vtRNA in synaptogenesis. Using an in vitro synapse formation model, we show that murine vtRNA (mvtRNA) promotes synapse formation by modulating the MAPK signaling pathway. mvtRNA is transported to the distal region of neurites as part of the vault complex. Interestingly, mvtRNA is released from the vault complex in the neurite by a mitotic kinase Aurora-A-dependent phosphorylation of MVP, a major protein component of the vault complex. mvtRNA binds to and activates MEK1 and thereby enhances MEK1-mediated ERK activation in neurites. These results suggest the existence of a regulatory mechanism of the MAPK signaling pathway by vtRNAs as a new molecular basis for synapse formation.	Small noncoding vault RNA modulates synapse formation by amplifying MAPK signaling.	The Journal of cell biology
33373452	Hedgehog (Hh) signaling is essential for embryonic development and adult homeostasis. How its signaling activity is fine-tuned in response to fluctuated Hh gradient is less known. Here, we identify protein phosphatase V (PpV), the catalytic subunit of protein phosphatase 6, as a homeostatic regulator of Hh signaling. PpV is genetically upstream of widerborst (wdb), which encodes a regulatory subunit of PP2A that modulates high-level Hh signaling. We show that PpV negatively regulates Wdb stability independent of phosphatase activity of PpV, by competing with the catalytic subunit of PP2A for Wdb association, leading to Wdb ubiquitination and subsequent proteasomal degradation. Thus, regulated Wdb stability, maintained through competition between two closely related phosphatases, ensures graded Hh signaling. Interestingly, PpV expression is regulated by Hh signaling. Therefore, PpV functions as a Hh activity sensor that regulates Wdb-mediated PP2A activity through feedback mechanisms to maintain Hh signaling homeostasis.	Competition between two phosphatases fine-tunes Hedgehog signaling.	The Journal of cell biology
33566094	The target of rapamycin complex 1 (TORC1) is mainly localized to the vacuolar membrane and regulates eukaryotic cell growth in response to nutrient availability. To obtain deeper insights into the functional roles of TORC1, we performed a genome-wide analysis of the TORC1 interactome in yeast using the bimolecular fluorescence complementation (BiFC) assay. We found that while most of the BiFC signals are observed at the vacuolar membrane, a fraction of them are detected at cytoplasmic messenger ribonucleoprotein (mRNP) granules. Moreover, mRNA-binding proteins are enriched in the TORC1 interactome, suggesting a functional relationship between TORC1 and mRNA metabolism. We show that a portion of TORC1 is consistently associated with mRNP complexes and interacts with a specific subset of mRNAs. We also demonstrate that TORC1 directly targets a translational repressor Scd6 and that the activity of Scd6 is inhibited by TORC1-dependent phosphorylation. Collectively, our data suggest that TORC1 plays a novel role in posttranscriptional regulation by controlling the activity of Scd6.	Analysis of the TORC1 interactome reveals a spatially distinct function of TORC1 in mRNP complexes.	The Journal of cell biology
33605979	Endocytosed proteins can be delivered to lysosomes for degradation or recycled to either the trans-Golgi network or the plasma membrane. It remains poorly understood how the recycling versus degradation of cargoes is determined. Here, we show that multiple extracellular stimuli, including starvation, LPS, IL-6, and EGF treatment, can strongly inhibit endocytic recycling of multiple cargoes through the activation of MAPK11/14. The stress-induced kinases in turn directly phosphorylate SNX27, a key regulator of endocytic recycling, at serine 51 (Ser51). Phosphorylation of SNX27 at Ser51 alters the conformation of its cargo-binding pocket and decreases the interaction between SNX27 and cargo proteins, thereby inhibiting endocytic recycling. Our study indicates that endocytic recycling is highly dynamic and can crosstalk with cellular stress-signaling pathways. Suppression of endocytic recycling and enhancement of receptor lysosomal degradation serve as new mechanisms for cells to cope with stress and save energy.	Phosphorylation of SNX27 by MAPK11/14 links cellular stress-signaling pathways with endocytic recycling.	The Journal of cell biology
33819340	Tight regulation of the APC/C-Cdc20 ubiquitin ligase that targets cyclin B1 for degradation is important for mitotic fidelity. The spindle assembly checkpoint (SAC) inhibits Cdc20 through the mitotic checkpoint complex (MCC). In addition, phosphorylation of Cdc20 by cyclin B1-Cdk1 independently inhibits APC/C-Cdc20 activation. This creates a conundrum for how Cdc20 is activated before cyclin B1 degradation. Here, we show that the MCC component BubR1 harbors both Cdc20 inhibition and activation activities, allowing for cross-talk between the two Cdc20 inhibition pathways. Specifically, BubR1 acts as a substrate specifier for PP2A-B56 to enable efficient Cdc20 dephosphorylation in the MCC. A mutant Cdc20 mimicking the dephosphorylated state escapes a mitotic checkpoint arrest, arguing that restricting Cdc20 dephosphorylation to the MCC is important. Collectively, our work reveals how Cdc20 can be dephosphorylated in the presence of cyclin B1-Cdk1 activity without causing premature anaphase onset.	Coupling of Cdc20 inhibition and activation by BubR1.	The Journal of cell biology
33666644	A hallmark of aging is immunosenescence, a decline in immune functions, which appeared to be inevitable in living organisms, including Caenorhabditis elegans. Here, we show that genetic inhibition of the DAF-2/insulin/IGF-1 receptor drastically enhances immunocompetence in old age in C. elegans. We demonstrate that longevity-promoting DAF-16/FOXO and heat-shock transcription factor 1 (HSF-1) increase immunocompetence in old daf-2(-) animals. In contrast, p38 mitogen-activated protein kinase 1 (PMK-1), a key determinant of immunity, is only partially required for this rejuvenated immunity. The up-regulation of DAF-16/FOXO and HSF-1 decreases the expression of the zip-10/bZIP transcription factor, which in turn down-regulates INS-7, an agonistic insulin-like peptide, resulting in further reduction of insulin/IGF-1 signaling (IIS). Thus, reduced IIS prevents immune aging via the up-regulation of anti-aging transcription factors that modulate an endocrine insulin-like peptide through a feedforward mechanism. Because many functions of IIS are conserved across phyla, our study may lead to the development of strategies against immune aging in humans.	Reduced insulin/IGF1 signaling prevents immune aging via ZIP-10/bZIP-mediated feedforward loop.	The Journal of cell biology
33861319	Lipid droplets (LDs) are critical for lipid storage and energy metabolism. LDs form in the endoplasmic reticulum (ER). However, the molecular basis for LD biogenesis remains elusive. Here, we show that fat storage-inducing transmembrane protein 2 (FIT2) interacts with ER tubule-forming proteins Rtn4 and REEP5. The association is mainly transmembrane domain based and stimulated by oleic acid. Depletion of ER tubule-forming proteins decreases the number and size of LDs in cells and Caenorhabditis elegans, mimicking loss of FIT2. Through cytosolic loops, FIT2 binds to cytoskeletal protein septin 7, an interaction that is also required for normal LD biogenesis. Depletion of ER tubule-forming proteins or septins delays nascent LD formation. In addition, FIT2-interacting proteins are up-regulated during adipocyte differentiation, and ER tubule-forming proteins, septin 7, and FIT2 are transiently enriched at LD formation sites. Thus, FIT2-mediated nascent LD biogenesis is facilitated by ER tubule-forming proteins and septins.	FIT2 organizes lipid droplet biogenesis with ER tubule-forming proteins and septins.	The Journal of cell biology
33656555	The polarisome is a cortical proteinaceous microcompartment that organizes the growth of actin filaments and the fusion of secretory vesicles in yeasts and filamentous fungi. Polarisomes are compact, spotlike structures at the growing tips of their respective cells. The molecular forces that control the form and size of this microcompartment are not known. Here we identify a complex between the polarisome subunit Pea2 and the type V Myosin Myo2 that anchors Myo2 at the cortex of yeast cells. We discovered a point mutation in the cargo-binding domain of Myo2 that impairs the interaction with Pea2 and consequently the formation and focused localization of the polarisome. Cells carrying this mutation grow round instead of elongated buds. Further experiments and biophysical modeling suggest that the interactions between polarisome-bound Myo2 motors and dynamic actin filaments spatially focus the polarisome and sustain its compact shape.	Type V myosin focuses the polarisome and shapes the tip of yeast cells.	The Journal of cell biology
33914026	Rac1 GTPase is hyperactivated in tumors and contributes to malignancy. Rac1 disruption of junctions requires its effector PAK1, but the precise mechanisms are unknown. Here, we show that E-cadherin is internalized via micropinocytosis in a PAK1-dependent manner without catenin dissociation and degradation. In addition to internalization, PAK1 regulates E-cadherin transport by fine-tuning Rab small GTPase function. PAK1 phosphorylates a core Rab regulator, RabGDIbeta, but not RabGDIalpha. Phosphorylated RabGDIbeta preferentially associates with Rab5 and Rab11, which is predicted to promote Rab retrieval from membranes. Consistent with this hypothesis, Rab11 is activated by Rac1, and inhibition of Rab11 function partially rescues E-cadherin destabilization. Thus, Rac1 activation reduces surface cadherin levels as a net result of higher bulk flow of membrane uptake that counteracts Rab11-dependent E-cadherin delivery to junctions (recycling and/or exocytosis). This unique small GTPase crosstalk has an impact on Rac1 and PAK1 regulation of membrane remodeling during epithelial dedifferentiation, adhesion, and motility.	Rac1-PAK1 regulation of Rab11 cycling promotes junction destabilization.	The Journal of cell biology
33871553	The Golgi complex is essential for the processing, sorting, and trafficking of newly synthesized proteins and lipids. Golgi turnover is regulated to meet different cellular physiological demands. The role of autophagy in the turnover of Golgi, however, has not been clarified. Here we show that CALCOCO1 binds the Golgi-resident palmitoyltransferase ZDHHC17 to facilitate Golgi degradation by autophagy during starvation. Depletion of CALCOCO1 in cells causes expansion of the Golgi and accumulation of its structural and membrane proteins. ZDHHC17 itself is degraded by autophagy together with other Golgi membrane proteins such as TMEM165. Taken together, our data suggest a model in which CALCOCO1 mediates selective Golgiphagy to control Golgi size and morphology in eukaryotic cells via its interaction with ZDHHC17.	Regulation of Golgi turnover by CALCOCO1-mediated selective autophagy.	The Journal of cell biology
33929514	During mitosis, sister chromatids attach to microtubules from opposite poles, called biorientation. Sister chromatid cohesion resists microtubule forces, generating tension, which provides the signal that biorientation has occurred. How tension silences the surveillance pathways that prevent cell cycle progression and correct erroneous kinetochore-microtubule attachments remains unclear. Here we show that SUMOylation dampens error correction to allow stable sister kinetochore biorientation and timely anaphase onset. The Siz1/Siz2 SUMO ligases modify the pericentromere-localized shugoshin (Sgo1) protein before its tension-dependent release from chromatin. Sgo1 SUMOylation reduces its binding to protein phosphatase 2A (PP2A), and weakening of this interaction is important for stable biorientation. Unstable biorientation in SUMO-deficient cells is associated with persistence of the chromosome passenger complex (CPC) at centromeres, and SUMOylation of CPC subunit Bir1 also contributes to timely anaphase onset. We propose that SUMOylation acts in a combinatorial manner to facilitate dismantling of the error correction machinery within pericentromeres and thereby sharpen the metaphase-anaphase transition.	SUMOylation stabilizes sister kinetochore biorientation to allow timely anaphase.	The Journal of cell biology
